id,firstName,lastName,age,state,region,primaryLanguage,secondaryLanguage,agentId
1032,Cindi,Kenrack,86,TX,South,Spanish,,559
1033,Claudius,Downey,56,TX,South,English,,721
1034,Maitilde,Kilty,27,MN,Midwest,English,,255
1035,Maureene,Knowles,62,UT,West,French,English,202
1036,Luce,Coverdale,84,CA,West,English,,388
1037,Ninnette,Aslie,49,DC,South,Spanish,,754
1038,Kaylil,Headland,55,AL,South,English,,908
1039,Felecia,Gillebert,24,GA,South,English,,828
1040,Allyson,Mowlam,57,AZ,West,German,,406
1041,Julian,Brabon,93,NC,South,Spanish,,860
1042,Rora,Santos,100,WA,West,English,,312
1043,Rodrick,Hrus,81,AZ,West,English,,264
1044,Robinett,Gerding,42,TN,South,German,,395
1045,Kerry,McGroarty,83,CA,West,English,,310
1046,Gayelord,Springett,99,LA,South,English,,842
1047,Matilde,Rosin,60,RI,Northeast,English,,965
1048,Leann,Langtree,50,CA,West,English,,994
1049,Emlyn,Crackel,70,GA,South,English,Spanish,248
1050,Abdul,Pybus,45,NV,West,French,,308
1051,Aldous,Forcer,93,KS,Midwest,French,,822
1052,Annemarie,Trigwell,30,TN,South,German,,395
1053,Evan,Millhill,56,FL,South,Spanish,English,927
1054,Zonda,Vallender,71,CA,West,English,,910
1055,Cointon,Donet,49,FL,South,English,Spanish,729
1056,Amabelle,Fruin,86,IN,Midwest,Arabic,,327
1057,Ethelda,Dumke,80,CA,West,English,,76
1058,Aloin,Confort,98,CA,West,English,Spanish,295
1059,Moyra,Meekins,72,NC,South,English,,80
1060,Milly,Ebbings,36,ID,West,Italian,,820
1061,Hercule,Van Vuuren,92,CA,West,French,English,380
1062,Gilbertine,Stollenberg,35,NY,Northeast,English,,75
1063,Nobe,Rogeron,28,ID,West,Chinese,,226
1064,Lianna,Waleworke,46,GA,South,Chinese,,134
1065,Agosto,McDermott,66,MN,Midwest,Spanish,,167
1066,Addi,Kinloch,43,AR,South,English,,704
1067,Andrea,Bockin,28,CA,West,English,Spanish,969
1068,Moise,Blay,90,CA,West,English,,747
1069,Easter,Verey,96,OK,South,Arabic,,654
1070,Tomlin,Franzen,63,IA,Midwest,Korean,,854
1071,Clare,Dincey,23,FL,South,English,,45
1072,Malvin,Sutherden,32,TN,South,English,,126
1073,Karmen,Kamiyama,99,TN,South,English,,2
1074,Olga,Polo,98,FL,South,English,,297
1075,Hodge,Grenkov,56,CA,West,English,Spanish,700
1076,Jolyn,Pynner,26,NY,Northeast,English,,924
1077,Roxy,Kennealy,29,IA,Midwest,English,,481
1078,Missie,Crippes,77,WI,Midwest,English,,254
1079,Anabelle,Storrier,81,NC,South,Chinese,,457
1080,Cad,Kilfether,88,IN,Midwest,English,,816
1081,Alfy,Sheward,30,NY,Northeast,Spanish,,466
1082,Gates,Davidove,68,TN,South,English,,350
1083,Lyndel,Blackmuir,65,IL,Midwest,English,Spanish,641
1084,Cleopatra,Johananov,74,DC,South,English,,894
1085,Gilberto,Muckleston,76,TX,South,Italian,,93
1086,Fernande,Gerhardt,92,IL,Midwest,English,Chinese,804
1087,Dallas,Endean,43,TX,South,Arabic,,624
1088,Sindee,Whittick,85,CO,West,English,,877
1089,Tansy,Revie,26,NC,South,English,,70
1090,Nickolai,Matfin,87,GA,South,English,,1000
1091,Janette,Cordier,80,IL,Midwest,Spanish,,600
1092,Saba,Yesenin,54,OH,Midwest,Chinese,,99
1093,Mildrid,Duiguid,29,NJ,Northeast,English,Spanish,516
1094,Carmelita,Valasek,44,CA,West,Spanish,,272
1095,Gussie,Warr,74,CA,West,English,,638
1096,Jammie,Tesoe,84,PA,Northeast,Italian,,4
1097,Elfreda,Hague,92,CA,West,English,Spanish,961
1098,Charyl,Maddicks,59,NC,South,Spanish,,144
1099,Desirae,Gresham,100,FL,South,English,,364
1100,Marita,Lund,55,MN,Midwest,Spanish,,482
1101,Drucie,Linskey,79,AZ,West,English,,428
1102,Tobin,Warham,75,CA,West,English,,174
1103,Fons,Domican,69,VA,South,Korean,,786
1104,Rachele,Whillock,36,MN,Midwest,German,,251
1105,Annis,Billings,81,PA,Northeast,English,Spanish,879
1106,Dionysus,Rewcastle,99,AL,South,Chinese,,487
1107,Marabel,Laherty,41,DC,South,English,,288
1108,Tess,MacCrachen,55,MA,Northeast,English,,864
1109,Bord,Stone,81,LA,South,Chinese,English,154
1110,Jack,Giblin,47,TX,South,Spanish,,519
1111,Ruggiero,Kedslie,66,LA,South,English,,902
1112,Karen,MacMeekan,34,NJ,Northeast,Chinese,,100
1113,Shawn,Boutwell,29,TX,South,English,,85
1114,Kathe,Tattersdill,85,IN,Midwest,English,Korean,213
1115,Amii,Stanlick,35,WA,West,English,Spanish,533
1116,Brant,McKeever,22,OH,Midwest,English,,48
1117,Karine,Pratty,45,TX,South,Arabic,,917
1118,Giacobo,Shave,60,AL,South,Arabic,,509
1119,Sigismund,O'Sullivan,94,CA,West,Italian,,336
1120,Ezechiel,Low,55,NY,Northeast,English,Spanish,53
1121,Arlyne,Wrennall,20,VA,South,Spanish,English,941
1122,Rhodie,Maddison,40,KS,Midwest,English,,90
1123,Rachelle,Haylock,51,PA,Northeast,English,,116
1124,Fan,Brockton,22,PA,Northeast,English,Chinese,410
1125,Luciana,Ceillier,19,CA,West,English,Spanish,562
1126,Larissa,Jenney,67,LA,South,Spanish,,131
1127,Grange,Muskett,85,VA,South,English,,493
1128,Selena,Brumfield,80,WI,Midwest,English,,243
1129,Deanna,Roelofs,42,CT,Northeast,English,French,355
1130,Daffy,MacCurlye,94,DC,South,Spanish,,898
1131,Bondie,Spirit,90,OR,West,English,,218
1132,Linc,Hegley,53,MI,Midwest,English,,146
1133,Guinna,Renzini,41,FL,South,English,,225
1134,Northrup,Gooder,77,TX,South,Spanish,,668
1135,Eartha,Dennington,53,IL,Midwest,English,,986
1136,Elbertine,Rhyme,88,WV,South,Korean,,172
1137,Caritta,Jewar,50,TX,South,English,,978
1138,Fanchette,Puvia,94,CA,West,English,,261
1139,Delilah,Callender,93,CA,West,English,,599
1140,Prentiss,Moland,89,FL,South,Spanish,,927
1141,Rosco,Lauderdale,65,OK,South,English,,5
1142,Maddalena,Gunby,61,CA,West,English,,936
1143,Trix,Yarwood,28,AZ,West,English,,130
1144,Crosby,Dewdney,54,NJ,Northeast,Italian,,976
1145,Kelila,O'Rudden,26,MD,South,German,English,768
1146,Rowney,Nixon,34,MS,South,English,,193
1147,Ginnie,Tyce,87,GA,South,English,,622
1148,Zitella,Antusch,82,CA,West,Spanish,,936
1149,Julietta,Brigg,83,CA,West,English,,43
1150,Quincey,Gouldie,65,MT,West,English,,873
1151,Kellyann,Gallaher,78,NY,Northeast,Korean,,758
1152,Mata,Gorgl,83,UT,West,Spanish,,315
1153,Kennett,Corcut,34,NV,West,English,,573
1154,Hamlen,Casbon,46,IA,Midwest,English,,583
1155,Indira,Duthie,92,IA,Midwest,English,,763
1156,Ario,Lightoller,98,IA,Midwest,English,,763
1157,Avrom,Duignan,65,OK,South,Spanish,,33
1158,See,O'Loinn,80,MN,Midwest,English,,251
1159,Happy,Colleran,55,CO,West,English,,856
1160,Corrie,Gori,42,MN,Midwest,Spanish,,719
1161,Dewie,Weavill,77,VA,South,Spanish,English,588
1162,Carmelita,Woodlands,66,AR,South,English,,379
1163,Adham,Alfonzo,40,AZ,West,Italian,,14
1164,Corinna,Richfield,37,NY,Northeast,English,,361
1165,Dorothea,Leyton,32,MN,Midwest,English,,709
1166,Gennifer,Spenley,95,AZ,West,English,,992
1167,Tadeo,Kelley,35,GA,South,Chinese,,845
1168,Ethyl,Simeone,23,MA,Northeast,English,,720
1169,Nathanil,Colclough,49,PA,Northeast,English,,173
1170,Olwen,McNeely,77,PA,Northeast,English,,419
1171,Fernande,Mattioni,33,CA,West,English,,997
1172,Richart,Edworthye,66,TX,South,Spanish,,495
1173,Liz,Monte,39,LA,South,Spanish,English,342
1174,Manfred,Kimberley,92,PA,Northeast,English,Spanish,4
1175,Gregorius,Kaming,32,WI,Midwest,English,,208
1176,Evelyn,Cough,97,AZ,West,English,Spanish,416
1177,Editha,Mannock,94,NV,West,English,Chinese,429
1178,Alexio,Demelt,61,CA,West,English,,582
1179,Wynne,Meir,49,WA,West,English,,952
1180,Ernaline,Janicek,99,PA,Northeast,German,,122
1181,Kearney,Coltman,34,NY,Northeast,English,Spanish,195
1182,Sharai,Habeshaw,77,CA,West,English,,295
1183,Christa,Allman,54,CA,West,Spanish,,945
1184,Jozef,Ferenczy,74,AL,South,Spanish,,908
1185,Natalya,McClaren,41,GA,South,English,,839
1186,Lester,Banasiak,86,TX,South,English,,797
1187,Rosella,Henriques,53,FL,South,English,,266
1188,Reuven,Foucher,81,CA,West,English,,346
1189,Claiborn,Mullane,95,GA,South,Italian,,530
1190,Bee,Cottrell,35,TX,South,Italian,,325
1191,Brook,Wattins,80,FL,South,English,,666
1192,Belva,Blissitt,41,PA,Northeast,Spanish,English,87
1193,Federico,Poizer,80,DC,South,German,,242
1194,Cathee,Warricker,46,DC,South,English,Spanish,894
1195,Theressa,Hiseman,51,CA,West,English,,905
1196,Hagan,Longo,26,NM,West,English,,710
1197,Vicki,Lile,51,MI,Midwest,English,,931
1198,Dniren,Salack,34,TX,South,English,,680
1199,Lauritz,MacTerlagh,48,OK,South,English,,137
1200,Cly,Chater,80,CA,West,English,Spanish,161
1201,Hurlee,Beeston,26,OH,Midwest,German,,634
1202,Salvidor,Pulley,95,FL,South,English,,840
1203,Babara,Bellfield,61,AR,South,English,,991
1204,Marylynne,Smogur,52,AL,South,Arabic,English,452
1205,Kellia,Okenden,85,MO,Midwest,Korean,,453
1206,Willie,Sisnett,68,AL,South,English,,486
1207,Aundrea,Fonteyne,88,AZ,West,English,,264
1208,Wit,Hiom,86,MN,Midwest,Spanish,,709
1209,Nikaniki,Maleney,54,AZ,West,English,,772
1210,Bridgette,Spriggs,21,CA,West,English,,556
1211,Karrie,Grugerr,80,CA,West,Chinese,,246
1212,Danny,Boecke,91,IN,Midwest,English,,327
1213,Marlowe,Channon,47,AL,South,Spanish,,181
1214,Dorie,Shuxsmith,92,OH,Midwest,English,,605
1215,Stanley,Windham,22,FL,South,English,,957
1216,Juliane,McMeekin,72,VA,South,English,,190
1217,Clarie,Trevenu,62,FL,South,Chinese,English,616
1218,Natasha,Giacovazzo,48,CA,West,Spanish,English,997
1219,Ella,Alen,37,NY,Northeast,English,,155
1220,Paulita,Spadelli,47,VA,South,Arabic,,594
1221,Darleen,Sannes,63,TX,South,English,,731
1222,Beckie,McCaughey,52,DC,South,English,Korean,242
1223,Molly,Letixier,53,MI,Midwest,Arabic,,106
1224,Sutherlan,Bould,34,OH,Midwest,Italian,,605
1225,Corbin,Reyna,60,CO,West,Chinese,English,468
1226,Carly,Skacel,65,VA,South,Spanish,,190
1227,Weston,Dressel,94,CA,West,English,,599
1228,Daniele,Collough,24,CA,West,English,,102
1229,Kennan,Bazoche,72,FL,South,English,,470
1230,Barbabas,Hodcroft,70,CA,West,Spanish,,161
1231,Rani,Widdowson,65,WI,Midwest,English,Spanish,254
1232,Adrian,Fillgate,57,PA,Northeast,English,,263
1233,Cristal,Deftie,67,WA,West,English,Spanish,618
1234,Gaynor,Giovannelli,57,VA,South,English,,47
1235,Herbert,Tulleth,52,TX,South,English,,506
1236,Etty,Tyas,72,WA,West,English,,515
1237,Aurie,Matyas,86,VA,South,English,,761
1238,Matthus,Bothbie,37,NV,West,English,,475
1239,Dur,Colbourn,44,NV,West,English,,717
1240,Deanna,Estabrook,65,MN,Midwest,English,,260
1241,Ludovika,Thinn,79,WA,West,English,German,952
1242,Wildon,Shavel,56,IN,Midwest,Chinese,,970
1243,Dorree,Adamovich,27,NJ,Northeast,English,,629
1244,Jacquelyn,Tunsley,69,CO,West,English,,856
1245,Meier,Dangl,39,OH,Midwest,Chinese,,99
1246,Kaitlin,Gurery,90,LA,South,English,,815
1247,Karena,Haggidon,95,AZ,West,English,,428
1248,Giles,Dougal,85,TX,South,German,,521
1249,Noah,Stickford,99,VA,South,English,,990
1250,Nikki,Clineck,95,RI,Northeast,English,Spanish,965
1251,Suzanna,Twiddle,32,CA,West,English,,706
1252,Koral,Halpeine,60,KY,South,French,,211
1253,Heath,Safont,63,CA,West,French,,808
1254,Garfield,Berthomier,68,PA,Northeast,English,,116
1255,Lindsay,Serman,58,OK,South,English,,779
1256,Claudine,Girardoni,94,FL,South,English,,366
1257,Branden,Essame,49,PA,Northeast,English,Spanish,122
1258,Edan,MacSkeagan,82,FL,South,English,,590
1259,Carilyn,Fewlass,93,LA,South,English,,902
1260,Dinnie,Yakobovicz,23,FL,South,English,,729
1261,Anders,De Angelo,64,IN,Midwest,French,,213
1262,Anjela,Strangman,26,DC,South,French,,242
1263,Rhea,Loughran,37,IN,Midwest,English,,841
1264,Fawnia,Farryan,24,TX,South,Spanish,,549
1265,Misty,Kesten,61,AL,South,Spanish,English,160
1266,Leland,Bavage,40,KS,Midwest,English,Spanish,403
1267,Emmott,Chene,95,NY,Northeast,English,Spanish,195
1268,Durante,Cops,30,WA,West,English,,952
1269,Felicdad,Shaxby,78,CA,West,Chinese,,969
1270,Ambrose,Rosendall,74,CA,West,English,Spanish,579
1271,Avram,Itskovitz,50,NY,Northeast,Korean,,408
1272,Wallis,De Morena,24,WA,West,English,,439
1273,Darell,Grahamslaw,44,GA,South,English,Spanish,942
1274,Kahaleel,Eakeley,85,WI,Midwest,Chinese,,901
1275,Leighton,Canto,74,IA,Midwest,English,,229
1276,Charleen,Entres,85,TX,South,Italian,,345
1277,Anatola,Nial,87,OR,West,English,,218
1278,Garrek,Ponting,55,WA,West,Spanish,,712
1279,Alla,Minnock,97,SD,Midwest,English,,333
1280,Vanya,Hext,94,TX,South,Spanish,English,889
1281,Miller,Ballchin,54,TX,South,English,,495
1282,Corene,Killelea,95,TX,South,German,,469
1283,Mill,Michelle,89,CA,West,Spanish,,997
1284,Vincenty,Rodolfi,67,KS,Midwest,English,,625
1285,Enoch,Warbey,48,DC,South,English,,322
1286,Marlena,Kinchley,65,GA,South,Chinese,,134
1287,Julianne,Brownsill,99,FL,South,German,,377
1288,Conway,Jamblin,57,SC,South,Arabic,English,643
1289,Fulton,Finch,64,OH,Midwest,Spanish,English,742
1290,Kevin,Du Fray,41,WV,South,Italian,,402
1291,Susannah,Drake,34,IN,Midwest,English,,640
1292,Devy,Keel,54,NY,Northeast,English,Spanish,374
1293,Gabbie,Copin,34,OH,Midwest,Italian,English,605
1294,Alexandro,Morch,77,TN,South,English,,61
1295,Livvy,Caplan,91,NY,Northeast,English,,971
1296,Eada,Franceschi,95,CA,West,Italian,,443
1297,Bernadine,Laborda,52,VA,South,English,,843
1298,Charlie,Gian,98,NY,Northeast,Spanish,English,733
1299,Valdemar,Waulker,94,GA,South,Spanish,,832
1300,Isa,Rubinov,40,VA,South,Chinese,,609
1301,Krisha,McCauley,81,CA,West,Spanish,,287
1302,Lorrie,Terrington,36,CA,West,English,,483
1303,Hayyim,Churching,55,PA,Northeast,Chinese,,143
1304,Claudetta,Slatford,41,OH,Midwest,English,,37
1305,Balduin,Guerry,52,CT,Northeast,Spanish,,355
1306,Petronia,Jandak,79,WI,Midwest,English,,901
1307,Caria,Gedge,66,MI,Midwest,English,,608
1308,Orsa,Laidlaw,100,AK,West,English,,128
1309,Margalit,Loughrey,90,FL,South,Korean,English,103
1310,Burk,Darlington,66,CA,West,Spanish,,985
1311,Fallon,Phuprate,85,MD,South,English,,669
1312,Drusy,Swalwell,79,CA,West,Spanish,,162
1313,Meredith,Norvell,95,NC,South,English,,347
1314,Winne,Ast,78,PA,Northeast,Spanish,English,849
1315,Bethina,Bulger,59,GA,South,English,Spanish,41
1316,Neda,Wakeley,80,MO,Midwest,Arabic,English,871
1317,Standford,Tooth,34,WV,South,English,Spanish,402
1318,Gilberte,Burgot,62,NE,Midwest,Chinese,,577
1319,Yank,Setterington,61,TX,South,English,,721
1320,Charity,Van Arsdale,86,FL,South,English,,862
1321,Brandi,Foux,46,MN,Midwest,English,,482
1322,Tomaso,Kybbye,59,IN,Midwest,English,Spanish,702
1323,Ganny,Van Merwe,20,WV,South,Spanish,,402
1324,Leshia,Linstead,52,NM,West,Italian,,710
1325,Reginauld,Baiden,37,MO,Midwest,English,,880
1326,Marsh,Camillo,43,MO,Midwest,English,,871
1327,Lucita,Emm,42,KY,South,English,,290
1328,Jo,Wormald,22,NY,Northeast,English,Spanish,207
1329,Jere,Lowman,94,AZ,West,German,,264
1330,Will,Navein,21,PA,Northeast,German,,900
1331,Leeland,Lotze,50,AZ,West,English,,870
1332,Skip,Marchington,35,TX,South,English,,934
1333,Osmond,Broderick,87,TN,South,English,,159
1334,Ellen,Scroggins,58,FL,South,English,,800
1335,Pebrook,Hesey,37,FL,South,English,Korean,584
1336,Deina,McVittie,93,MA,Northeast,English,Italian,164
1337,Rory,Marjot,80,CA,West,Spanish,,102
1338,Jarid,Skewes,81,OH,Midwest,Italian,English,605
1339,Ashlin,Alwell,61,NJ,Northeast,English,,976
1340,Robbi,Rappaport,37,LA,South,English,,330
1341,Starlin,Letch,26,IA,Midwest,Spanish,,97
1342,Ly,Illyes,39,MS,South,English,,949
1343,Trent,Cyples,33,CO,West,English,,373
1344,Farley,Yglesia,51,TN,South,English,,977
1345,Maximo,Carus,55,IN,Midwest,Korean,,935
1346,Devlin,Base,75,IN,Midwest,English,,467
1347,Huberto,Tomaselli,74,LA,South,Spanish,,131
1348,Kylila,Rajchert,96,OH,Midwest,English,,105
1349,Junette,Withull,70,MN,Midwest,English,Italian,255
1350,Janice,Richard,51,WA,West,English,,292
1351,Harper,Stallard,35,WA,West,Chinese,English,51
1352,Langsdon,Leese,79,TX,South,English,,653
1353,Den,Schoolcroft,86,PA,Northeast,English,Spanish,263
1354,Gran,Frushard,52,OH,Midwest,Chinese,English,99
1355,Elfrieda,Harfleet,46,KS,Midwest,Arabic,,25
1356,Cairistiona,Stidever,87,NC,South,French,,347
1357,Rafaello,Eddowes,91,CA,West,English,,335
1358,Kaylyn,Andreoletti,81,FL,South,Italian,English,964
1359,Deeyn,Curston,51,MT,West,Spanish,,744
1360,Dukey,Corbin,58,NY,Northeast,English,Spanish,53
1361,Camellia,Kantor,41,NC,South,Italian,,587
1362,Donnell,Swayton,69,DC,South,English,,465
1363,Chilton,Zipsell,56,TX,South,English,Spanish,192
1364,Reinaldos,Fogden,68,CA,West,English,,111
1365,Nolly,Fannon,41,IN,Midwest,English,,702
1366,Merola,Element,97,AZ,West,English,,619
1367,Josiah,Baptista,60,FL,South,English,Spanish,121
1368,Arleyne,Clue,91,TX,South,English,,459
1369,Tucky,Edmons,97,DC,South,Spanish,,754
1370,Dode,Bedder,72,MO,Midwest,English,,250
1371,Helena,Ovenell,62,CA,West,French,,808
1372,Arnuad,Mounsey,67,MA,Northeast,Spanish,English,897
1373,Shannan,Bartolomieu,63,LA,South,English,Spanish,535
1374,Noland,Sidwell,101,TX,South,English,Spanish,635
1375,Estell,Noad,70,MI,Midwest,Spanish,,725
1376,Jorey,Preator,50,KS,Midwest,English,,265
1377,Kristopher,Pavkovic,47,PA,Northeast,English,,546
1378,Damien,Bartlam,71,CO,West,English,,877
1379,Isis,Scimonelli,97,CA,West,English,Spanish,311
1380,Alyda,Sibley,49,PA,Northeast,English,Italian,778
1381,Doralynne,Scragg,54,CA,West,English,,705
1382,Gallard,Flinders,30,SC,South,English,Arabic,781
1383,Marchelle,Gregorace,23,TN,South,English,Spanish,689
1384,Shannon,Kershaw,38,IA,Midwest,English,,229
1385,Lorianne,Sutliff,90,DC,South,English,,371
1386,Ash,Cubbon,45,MN,Midwest,Chinese,English,255
1387,Stevie,Frost,75,NE,Midwest,Spanish,,413
1388,Martie,Campes,56,NE,Midwest,Chinese,English,413
1389,Spense,Truter,51,TX,South,Chinese,,939
1390,Heidi,Domange,99,NC,South,Chinese,,457
1391,Celene,Spillman,76,OK,South,Spanish,,779
1392,Waylon,Dranfield,82,CA,West,English,,706
1393,Mollie,Stuttard,22,VA,South,Korean,English,786
1394,Alika,Corke,71,TX,South,Spanish,,668
1395,Horatio,McGuff,28,CA,West,Spanish,,228
1396,Nerissa,Degan,29,FL,South,English,,257
1397,Moses,Warlawe,84,GA,South,English,,1000
1398,Kathy,Quarterman,45,TX,South,Spanish,English,989
1399,Brittani,Hegden,71,TX,South,English,,382
1400,Alf,Humberstone,94,AZ,West,Korean,,407
1401,Jeannette,Kopacek,30,NY,Northeast,English,Spanish,502
1402,Bran,Toke,56,CA,West,Spanish,,162
1403,Levin,Sinnat,96,UT,West,English,,315
1404,Arturo,Karpfen,101,DC,South,English,Arabic,670
1405,Petronella,Phillipson,40,NV,West,Spanish,,789
1406,Mickie,Yukhov,39,MN,Midwest,Spanish,English,576
1407,Wright,Coldham,39,DC,South,English,,894
1408,Cosme,Patton,22,CA,West,English,Spanish,892
1409,Oran,Brockway,64,CO,West,German,,50
1410,Jessie,Koschke,63,UT,West,English,Spanish,615
1411,Nickola,Flecknell,69,WV,South,English,,66
1412,Sophia,Asbrey,48,TX,South,Arabic,,917
1413,Ingeberg,Punch,26,CA,West,Spanish,English,936
1414,Prudi,MacGibbon,42,NY,Northeast,English,,956
1415,Rolph,Wharmby,61,TX,South,German,English,521
1416,Lynde,Tyreman,88,IL,Midwest,English,,600
1417,Orazio,Grent,36,AZ,West,Spanish,,992
1418,Yoshiko,Ashforth,73,IA,Midwest,English,,481
1419,Min,Duhig,49,AK,West,Spanish,,128
1420,Marnia,Pitkeathly,69,OR,West,Italian,,432
1421,Brana,O'Currigan,20,TX,South,English,Spanish,668
1422,Halsy,Davydychev,51,OK,South,Spanish,,779
1423,Christian,Forson,53,TX,South,English,,281
1424,Andrus,Donet,59,MN,Midwest,English,Spanish,260
1425,Ansel,Haighton,63,NM,West,English,,774
1426,Lammond,Blood,35,MI,Midwest,English,Spanish,21
1427,Chet,Ceschini,33,GA,South,English,,170
1428,Cheston,Forker,71,CA,West,English,Spanish,562
1429,Bron,Davion,74,CA,West,English,,574
1430,Marlane,Malicki,61,AZ,West,English,,619
1431,Kahlil,Gold,22,CA,West,Italian,,336
1432,Farlie,Kleinbaum,91,OH,Midwest,English,,13
1433,Gizela,Kroin,101,FL,South,Spanish,,690
1434,Shaylyn,Haddow,47,CA,West,English,Spanish,747
1435,Brita,Pooly,85,CT,Northeast,English,,937
1436,Hyatt,Olyfat,81,NY,Northeast,Spanish,,753
1437,Carlee,Tilzey,25,AZ,West,Arabic,English,870
1438,Sully,Newberry,45,KY,South,English,Spanish,206
1439,Karlotta,Cheyne,61,VA,South,Spanish,,190
1440,Audrey,Cabrer,27,NY,Northeast,English,,441
1441,Mychal,Wofenden,23,FL,South,English,,257
1442,Asia,Halfacre,59,FL,South,English,,585
1443,Judd,Eaken,62,IL,Midwest,English,Spanish,518
1444,Konrad,MacNeilly,31,CA,West,Spanish,,357
1445,Phip,Braunds,58,FL,South,English,Italian,166
1446,Nanice,Hamlen,73,FL,South,Spanish,,183
1447,Lucio,Laverty,62,CA,West,Spanish,,997
1448,Aldric,Allery,52,TX,South,English,,332
1449,Madelle,McGurk,27,CO,West,Spanish,,958
1450,Hetti,Dovidian,36,WA,West,English,,51
1451,Osbourne,Noraway,97,MO,Midwest,French,,732
1452,Dicky,Hyndman,49,NV,West,English,,817
1453,Calida,McCromley,25,PA,Northeast,English,,904
1454,Myer,Waddingham,57,ID,West,Arabic,,820
1455,Donetta,Fitzjohn,61,CA,West,Chinese,,969
1456,Jone,Cargill,57,FL,South,English,,711
1457,Ardra,MacConnell,71,AZ,West,English,,264
1458,Earvin,Bulfield,63,FL,South,English,,239
1459,Drake,Rowen,90,TX,South,English,,348
1460,Jacinda,Viney,71,MO,Midwest,English,,191
1461,Clementius,Antonich,78,DC,South,English,,185
1462,Benedetta,Blenkinship,61,DC,South,English,French,242
1463,Annadiane,Yaus,60,UT,West,English,,684
1464,Etienne,Betje,66,WA,West,Spanish,,826
1465,Cedric,Fulle,59,CA,West,English,Chinese,865
1466,Shalna,Banfill,49,FL,South,German,,862
1467,Colman,Wornum,40,FL,South,English,,450
1468,Aurelie,Gotobed,90,FL,South,English,,928
1469,Asa,Stockney,99,TX,South,English,,269
1470,Elizabeth,Lacheze,47,CA,West,English,,936
1471,Becka,Aucoate,63,IN,Midwest,English,,702
1472,Sukey,Swapp,76,AR,South,English,,379
1473,Cate,Pavelka,92,OH,Midwest,English,,317
1474,Bunni,Bigham,41,CT,Northeast,Spanish,,355
1475,Karee,Boothby,35,CO,West,Spanish,,883
1476,Myrta,McIlreavy,56,MA,Northeast,Chinese,,836
1477,Hi,Mapes,69,CA,West,English,,561
1478,Tonie,Seagar,94,CA,West,Spanish,,3
1479,Marthena,Petera,27,MN,Midwest,English,,260
1480,Germaine,Tomisch,31,VA,South,English,,757
1481,Alic,Slesser,30,CA,West,English,Spanish,705
1482,Tobe,Mindenhall,18,CA,West,English,,246
1483,Kelsey,Doudney,20,NC,South,English,,791
1484,Dev,Turbern,77,LA,South,German,,39
1485,Agata,Gossington,95,CO,West,German,,676
1486,Nickey,Esposi,67,SC,South,English,,781
1487,Carline,Krysiak,23,NE,Midwest,English,,405
1488,Marga,Kleinstern,49,GA,South,Spanish,,248
1489,Gretna,Brass,65,TX,South,Spanish,,520
1490,Siward,Matias,32,SC,South,Spanish,,138
1491,Lyndsey,Oldnall,23,TX,South,English,,560
1492,Floyd,Gorst,33,CA,West,English,Spanish,827
1493,Georges,Filyushkin,89,MA,Northeast,English,,164
1494,Britta,Savin,100,NV,West,Chinese,,762
1495,Amble,Gounet,22,TX,South,English,,29
1496,Cynthy,Flobert,93,AL,South,English,,367
1497,Ban,Addekin,88,MI,Midwest,French,,749
1498,Rania,Cannavan,77,MT,West,English,,511
1499,Jobi,Crawford,34,NC,South,English,,745
1500,Steven,Stockow,83,TX,South,English,,469
1501,Debee,Mardee,90,VA,South,English,,447
1502,Lindy,Taylour,98,FL,South,English,,239
1503,Tildi,MacConnulty,71,TX,South,English,,510
1504,Bernardine,Mingaud,62,PA,Northeast,English,,674
1505,Kent,Dorking,73,VA,South,French,,473
1506,Franchot,Karolewski,21,PA,Northeast,German,,122
1507,Orelee,Parsell,34,TN,South,English,French,433
1508,Templeton,Castan,97,KY,South,Spanish,English,550
1509,Riccardo,Chimes,70,OK,South,English,Spanish,529
1510,Auria,Domenge,51,TX,South,English,,833
1511,Ethe,Jessop,20,IL,Midwest,English,,986
1512,Erastus,McKmurrie,44,MO,Midwest,English,,191
1513,Eba,Cruces,101,TX,South,English,,653
1514,Erina,Surguine,51,TN,South,English,,632
1515,Perceval,Milham,25,DC,South,Arabic,English,35
1516,Malinda,Duxbarry,99,NC,South,German,,80
1517,Corrine,Scurr,43,WA,West,Spanish,,439
1518,Georgina,Kolin,84,CA,West,English,,117
1519,Lin,Ianiello,84,WI,Midwest,English,Spanish,812
1520,Teddi,Eberle,57,AL,South,Chinese,,492
1521,Malanie,Velte,94,GA,South,Arabic,English,828
1522,Starlin,Kennham,77,CA,West,English,,747
1523,Philippa,Jobin,31,CA,West,English,,380
1524,Corbet,Jura,62,NM,West,Spanish,English,850
1525,Jobina,Haistwell,80,AZ,West,Spanish,,938
1526,Ethel,Riveles,66,CA,West,English,,162
1527,Werner,Arno,30,TX,South,Korean,,163
1528,Clair,Daffern,43,CA,West,English,,209
1529,Marion,Goodhand,58,NY,Northeast,English,,304
1530,Ezekiel,Braiden,61,CA,West,Chinese,,969
1531,Zabrina,Dunniom,22,CT,Northeast,Spanish,,355
1532,Sallee,Caldaro,60,AZ,West,Italian,,14
1533,Thaxter,Beric,28,KY,South,Spanish,,349
1534,Fabiano,Buzza,34,DC,South,English,,920
1535,Tadio,Itzkovwich,87,MS,South,English,Spanish,193
